fNight,PSF_deg,PSF_err_deg,number_muons
20140326,0.059280297672969814,3.2220467479453734e-05,11567
20140327,0.061158266362964474,5.445757968140995e-05,4401
20140329,0.06144495590090749,4.8877094354004075e-05,5533
20140331,0.059264137928969084,0.00043993688543246236,62
20140403,0.05996879566533765,3.471139117209185e-05,10276
20140404,0.055491723488391174,3.100946035180364e-05,10563
20140406,0.05659373320350008,3.888309697000053e-05,7051
20140407,0.05581180450175347,4.604190500768021e-05,4859
20140408,0.055405567041859644,4.6775200261446076e-05,4625
20140409,0.05500562288556576,0.0002191829505716684,207
20140410,0.059317395224725476,6.941892809857541e-05,2496
20140416,0.06299142836464987,0.00016655640412097542,510
20140417,0.060868486384220426,8.541883410090093e-05,1766
20140418,0.05649123777023552,0.00014467779105061486,507
20140524,0.03992025818936376,2.8032605798582826e-05,7604
20140525,0.04231531371500286,1.875437641716023e-05,17881
20140526,0.04024228729787235,1.850843683229033e-05,17548
20140527,0.04218961834982036,1.890956395454255e-05,17535
20140528,0.04008141811734755,1.9729166240848832e-05,15397
20140529,0.040136429340095287,1.831748566708324e-05,17880
20140530,0.04379299671472395,1.901710768562301e-05,18079
20140531,0.043468682462802194,1.8771783156422996e-05,18389
20140601,0.045771688755114774,2.2658069133810996e-05,13519
20140602,0.045438040681212266,2.6791497670799033e-05,9567
20140603,0.046163912713320814,2.4939858458067022e-05,11302
20140604,0.04090083362790106,2.6676056710456433e-05,8559
20140605,0.041282304209952644,3.162392890103703e-05,6140
20140606,0.04011052504492951,2.6838135796753958e-05,8325
20140607,0.039512525433415546,3.575785598788063e-05,4640
20140608,0.04386619915828137,6.752272779546316e-05,1437
20140609,0.04426270574325676,0.00010848990791012884,563
20140615,0.046518981398121904,6.146313093117288e-05,1883
20140616,0.047143787926853815,3.9180155623492175e-05,4734
20140617,0.0457148073416174,3.628116751644373e-05,5263
20140618,0.045017716272157865,2.6275717532566632e-05,9817
20140619,0.040232370944316996,2.7407567005600915e-05,8001
20140620,0.04251939152603412,2.646350495342144e-05,9026
20140621,0.04179761583953687,2.4478923960497666e-05,10367
20140622,0.03996463983833277,2.46713854728594e-05,9825
20140623,0.04152164562183368,1.946841901261175e-05,16287
20140624,0.03940450545444438,2.1714063122460857e-05,12560
20140625,0.04428841956252454,2.1734689018473633e-05,14038
20140626,0.04456971601119985,2.2197199646253e-05,13571
20140628,0.046896826749151424,3.1189391013585994e-05,7407
20140629,0.0476026103299486,2.3893635311636354e-05,12936
20140630,0.04696905794616795,2.3632024955014658e-05,12934
20140701,0.04792433794148797,2.4175017370538582e-05,12783
20140702,0.0455189964414515,2.266587175803255e-05,13401
20140703,0.046419067832028524,2.4232845318231507e-05,12073
20140704,0.046481275979015794,2.775268804779474e-05,9224
20140705,0.04573083880985464,3.050837444855637e-05,7447
20140706,0.04539077390676572,2.860825380944315e-05,8378
20140707,0.043845798188679105,3.1531362208892715e-05,6586
20140708,0.04584971404840434,3.928278062297813e-05,4509
20140709,0.047749286116007456,6.280699543901912e-05,1882
20140714,0.04986829881670397,7.504262822243054e-05,1427
20140715,0.048964177629659815,4.5203561233490705e-05,3799
20140716,0.045321881527778864,3.736367515710193e-05,4901
20140717,0.04753265190158711,3.9419242182849556e-05,4741
20140718,0.04918257081272823,3.66439856261413e-05,5829
20140719,0.0479325430462044,2.8801104778374952e-05,9009
20140721,0.04628971832677896,2.064957677772746e-05,16555
20140722,0.04631955876643213,2.1394178162533177e-05,15438
20140723,0.045621795615574376,2.0629659867385683e-05,16230
20140724,0.04637727394197335,2.2270804213575527e-05,14274
20140725,0.046995857407335105,2.2571557267506494e-05,14191
20140726,0.0484224318006456,2.4925654773774272e-05,12245
20140727,0.04606901303788443,1.9636709201316403e-05,18174
20140728,0.04816941142177701,2.0674016099446296e-05,17635
20140729,0.046406199691045216,1.96058300839127e-05,18436
20140730,0.04851509212287484,2.302275233940092e-05,14402
20140731,0.04585540114754957,2.016774390733045e-05,17110
20140801,0.04703562804440801,2.27276303455316e-05,14016
20140802,0.04551484063289089,2.1769046033108502e-05,14526
20140803,0.04716783911481648,2.3811263521049535e-05,12828
20140804,0.04735828747507649,2.694715199251529e-05,10083
20140805,0.04948955381475484,3.983761721753819e-05,4990
20140806,0.04884239968427024,3.4588490857682376e-05,6459
20140807,0.04900489454329154,4.64009281124196e-05,3611
20140808,0.048642799840247,7.509781852206464e-05,1360
20140813,0.05048506117102027,8.888810798478583e-05,1042
20140814,0.049245555702175765,4.167679304099837e-05,4517
20140815,0.04782881661933162,3.988965593368706e-05,4679
20140816,0.04669637952607138,3.255560149892572e-05,6752
20140817,0.04787606577994858,2.545801579435961e-05,11507
20140818,0.047879316999821994,2.6150401522398154e-05,10907
20140819,0.04909938900069188,2.3228233823082795e-05,14461
20140820,0.04779204729833835,2.1493389506197667e-05,16095
20140821,0.046893226786198464,2.3275984944992804e-05,13298
20140822,0.047494612955390834,2.1714355446002244e-05,15603
20140823,0.047582190596194826,2.115570754906344e-05,16489
20140824,0.048204897982806874,2.111873319142008e-05,16922
20140825,0.04853766877638803,2.1352016572332504e-05,16758
20140826,0.049200633132375896,2.2053716547617824e-05,16104
20140827,0.04831623976306049,2.1242920052653324e-05,16793
20140828,0.04844124022073921,2.1236228253626477e-05,16881
20140829,0.04779437442200557,2.0588115134644318e-05,17543
20140830,0.04795826507356405,2.217023242533137e-05,15218
20140831,0.04821347858511091,2.2947351923008783e-05,14337
20140901,0.047588856310553936,2.4583695138919386e-05,12214
20140902,0.04758016920445476,2.7895635090519538e-05,9483
20140903,0.047634273509615875,3.4594155557289124e-05,6178
20140904,0.048798751534884346,5.5909673266794274e-05,2468
20140905,0.04988242312107215,0.00010459131417355466,735
20140906,0.049635775846149206,7.88479626729329e-05,1281
20140912,0.04786653284093186,5.252770851879906e-05,2702
20140913,0.04748066234028922,4.158601220688572e-05,4252
20140914,0.047850381254391075,3.0171414979191868e-05,8185
20140915,0.04717326927148394,4.788906634652999e-05,3172
20140916,0.047602651407835705,2.2971036092636557e-05,13996
20140917,0.04640835916702951,2.808974082013352e-05,8982
20140918,0.045941660739883226,2.262946980928315e-05,13628
20140919,0.04691750779992924,2.6690031829457175e-05,10122
20140920,0.04451024099753756,3.195446894165516e-05,6537
20140921,0.043025513288523325,1.9056130595164652e-05,17634
20140922,0.045034982325882364,2.0093526954072305e-05,16796
20140923,0.04716591418797681,2.0211036120503954e-05,17804
20140924,0.046628445376321145,2.1096603858447576e-05,16042
20140926,0.04725612989005903,2.1266029303654693e-05,16132
20140927,0.04797981545228208,2.0980558902118355e-05,17006
20140928,0.04746943123232231,2.066171638090107e-05,17218
20140929,0.043046362293800364,2.1476436620951344e-05,13891
20140930,0.04640299763002864,2.4482167804076976e-05,11822
20141001,0.04966545771049114,2.984710574653911e-05,8950
20141002,0.04991832251822257,3.344310009482204e-05,7199
20141003,0.05123377232052686,4.6030273080290516e-05,4004
20141004,0.051027568593768086,5.172171526650195e-05,3145
20141005,0.05108722553551255,6.398401998114101e-05,2060
20141010,0.048579349154850814,7.217294089780135e-05,1469
20141011,0.045616461484537164,4.3533659957191385e-05,3644
20141012,0.04422148908958429,3.5251952091221866e-05,5326
20141013,0.04600826515547069,3.052515566580192e-05,7506
20141014,0.048047749211210924,3.097371273153762e-05,7822
20141015,0.04568994437337684,4.161574413722845e-05,3997
20141017,0.049601634638001484,3.36047380848145e-05,7043
20141018,0.04598567231943429,4.3205001775235257e-05,3744
20141020,0.04547113829347899,3.9015299098215886e-05,4516
20141021,0.04816028625918551,2.159466959208684e-05,16158
20141022,0.04900588446562462,2.2166855935530502e-05,15823
20141023,0.048495113822663104,2.962261990144089e-05,8693
20141024,0.04675401127961123,2.3421416877331007e-05,13071
20141025,0.048359564307808814,2.1624081755155436e-05,16232
20141026,0.04539527959512223,3.039707844265226e-05,7422
20141027,0.043712550843302674,1.959854397239715e-05,16984
20141029,0.0435411649574899,2.317980658671012e-05,12084
20141030,0.04849644900751788,2.664128654207064e-05,10748
20141031,0.04661965544480137,3.6047275079307615e-05,5493
20141103,0.04278231656038648,4.790332316834861e-05,2773
20141108,0.05083446229702118,0.0001035216414338215,779
20141109,0.044522510811536534,4.5931741585090703e-05,3165
20141110,0.046974251853498725,3.673390057436027e-05,5354
20141111,0.04726809780533627,3.641184744441921e-05,5505
20141112,0.048945392466325406,3.177727515250539e-05,7682
20141113,0.045626278477932984,2.6684051277837327e-05,9702
20141114,0.04540230493295719,2.3486453636917772e-05,12435
20141115,0.04215814984367666,2.3371562774319635e-05,11470
20141124,0.045097295516197615,1.7486535773541653e-05,22220
20141201,0.04206576841463217,3.412574857654169e-05,5368
20141202,0.04346952114083937,3.728636110074062e-05,4661
20141209,0.05004796900037256,0.00022281641250425794,163
20141210,0.04780130110932766,5.834407257535067e-05,2185
20141211,0.04417657580918047,3.4664166394477534e-05,5501
20141212,0.041207512659603394,2.7851654019369936e-05,7903
20141213,0.04691169317476048,3.0479513535369726e-05,7760
20141214,0.04394133611750565,2.724524434691009e-05,8845
20141215,0.04513246027539039,2.0371462156912097e-05,16390
20141216,0.04733996778103198,1.8936503451132376e-05,20405
20141217,0.04675411001724344,1.858779434782843e-05,20753
20141218,0.047090970086641204,1.8791017307792044e-05,20543
20141219,0.042053983359666314,1.6618611289508347e-05,22629
20141220,0.04183738966785008,1.9353180717804002e-05,16601
20141223,0.040688153482487444,1.6358929075050022e-05,22660
20141224,0.04236351641351065,2.753006512148153e-05,8308
20141229,0.04511596969311503,2.441695113971951e-05,11403
20141230,0.040787254026401105,3.4443209394656185e-05,5122
20141231,0.039865568529218895,3.0370427351671983e-05,6472
20150101,0.04594730598157284,4.860994189702355e-05,2954
20150520,0.04944082548009546,0.00014110508405623274,397
20150604,0.049620352011023,9.35737398578314e-05,909
20150605,0.04396485746162072,5.335396409736007e-05,2308
20150606,0.046405091638881034,4.297487709178335e-05,3837
20150608,0.047590935101255095,2.7701584994945265e-05,9620
20150609,0.04858479823697292,2.7147255822698992e-05,10385
20150610,0.042614513297057816,2.095030367992116e-05,14436
20150611,0.047014924511436386,2.0657359805121494e-05,16954
20150612,0.04353171237057786,1.9597589896657504e-05,16901
20150613,0.042393750645283994,4.296839923225258e-05,3413
20150614,0.04436118831784158,2.049124181219651e-05,15827
20150615,0.04710309720397257,2.1290773843054765e-05,16009
20150616,0.04714199847849936,2.1215887558032108e-05,16144
20150617,0.046856569774844564,2.078341299997495e-05,16658
20150618,0.04694728143584017,2.2309538821947112e-05,14502
20150619,0.047041472502416914,2.2083172797400617e-05,14849
20150620,0.047062050499808224,2.170986396216712e-05,15375
20150621,0.049552555523522224,2.275239967939113e-05,15335
20150622,0.04986261546033089,2.452823877262773e-05,13354
20150623,0.05004541076844126,2.672063762318826e-05,11333
20150624,0.05068933734614271,3.242591812465143e-05,7894
20150625,0.049991363862781926,3.5124169953795216e-05,6545
20150626,0.050896410338599755,4.099437866530152e-05,4980
20150627,0.049964349398494104,4.709990956903651e-05,3636
20150628,0.05166174214127293,6.419197832956644e-05,2095
20150704,0.04997549221177416,5.602415971406297e-05,2571
20150705,0.05048305731833402,4.333856599163536e-05,4383
20150706,0.049824813444085216,3.881445160950967e-05,5325
20150707,0.05084825241868245,3.47882276860001e-05,6902
20150708,0.049226651517017404,2.8742871879666206e-05,9490
20150709,0.05056660687627345,2.6537996906194114e-05,11728
20150710,0.050512417542130914,2.3714027714865132e-05,14656
20150711,0.04932134195424635,2.176120589384888e-05,16616
20150712,0.050865060900467066,2.3741605123829448e-05,14829
20150713,0.050806434332193354,2.8472991981024942e-05,10286
20150714,0.049259545020465055,2.2852122041177302e-05,15032
20150715,0.04909419278323961,2.2258778129042834e-05,15745
20150716,0.048512579074396794,2.090328051922569e-05,17469
20150717,0.0487061154227514,2.225034713195998e-05,15529
20150718,0.04818247764259214,2.1192915064892583e-05,16790
20150719,0.047975081811441625,2.1582416457556264e-05,16068
20150720,0.04938314735773641,2.3220213168675435e-05,14628
20150721,0.0501976047429388,2.361471452012687e-05,14597
20150722,0.05086608081772737,2.7703906119140758e-05,10891
20150723,0.04960630555295362,2.6446110455746963e-05,11374
20150724,0.05009212940127495,3.0500534516099394e-05,8714
20150725,0.0486152540153652,3.0167848415803646e-05,8419
20150726,0.04878251385388099,3.565432815728856e-05,6065
20150727,0.04885895278768147,4.238998785859239e-05,4303
20150728,0.048689646948429637,5.9177551839729314e-05,2194
20150802,0.050367215534832505,7.725557813533013e-05,1373
20150804,0.049271466281906005,3.845795678898748e-05,5310
20150805,0.048878103827076254,3.4657288721686144e-05,6442
20150806,0.048228245064441545,2.8887273480710852e-05,9052
20150807,0.04877276541071395,2.7777140178849172e-05,9989
20150809,0.047876443253457066,2.304345983436864e-05,14045
20150810,0.04691153971994406,4.8841671414817666e-05,3022
20150811,0.04688993998688493,2.126183296195993e-05,15935
20150812,0.04717766141400837,2.0754318840315178e-05,16891
20150813,0.048244152219798504,1.999795846842925e-05,18899
20150814,0.04778971738229344,1.9691881950463817e-05,19173
20150815,0.0467168228458554,1.8559467922189903e-05,20790
20150816,0.046956850288272456,1.894593510030101e-05,20115
20150817,0.046950982451848165,1.857818428629054e-05,20915
20150818,0.04628987297984229,1.824472177884305e-05,21207
20150819,0.04769930492207218,1.960340360137726e-05,19284
20150820,0.04829006515993915,2.149546288691628e-05,16385
20150821,0.048087531038627444,2.27908981155567e-05,14468
20150822,0.04728258151807763,2.384133425068199e-05,12847
20150823,0.047388858633570154,2.6755456402270293e-05,10239
20150824,0.047625116515637625,2.9798191879195904e-05,8324
20150825,0.04745590666971578,3.550539059384123e-05,5828
20150826,0.04706184860692389,4.442945178257198e-05,3671
20150827,0.047211152537374915,8.534726002937047e-05,1000
20150831,0.05026868157102864,9.609378458696338e-05,884
20150901,0.04805692335365696,5.592664872147735e-05,2400
20150902,0.04631588792825093,3.763582087818553e-05,4988
20150903,0.045528541483589036,3.076102160871325e-05,7278
20150904,0.04629790138050353,2.8211360260291215e-05,8872
20150905,0.04676279853315011,2.4211007341180844e-05,12236
20150906,0.047126353870663704,2.144384745438525e-05,15794
20150907,0.04837932585933635,2.0948744850767792e-05,17308
20150908,0.047431010835273194,1.9135928827341065e-05,20046
20150909,0.047264184440263965,1.827201520917057e-05,21858
20150910,0.04668943062798748,3.8789611374804594e-05,4755
20150911,0.04743715348634089,1.8401394773184658e-05,21683
20150912,0.04877333316611997,2.403131764712652e-05,13346
20150913,0.04759737966642792,1.8527276274134704e-05,21511
20150914,0.04719011380482771,1.823090786534475e-05,21900
20150915,0.04714341567332435,1.814375270984377e-05,22075
20150916,0.04708266865487532,1.784549857488132e-05,22771
20150917,0.045683605089560125,3.773657449670932e-05,4860
20150918,0.048946989345511574,3.14403485144745e-05,7848
20150919,0.04773461973916099,4.0954004457546794e-05,4424
20150920,0.04843071042792963,2.1918690682514463e-05,15840
20150921,0.04824809161628339,2.4136965639040016e-05,12975
20150922,0.04792754689175027,2.609905580429784e-05,10969
20150923,0.048578178132887055,3.1066623180510623e-05,7928
20150924,0.0488109781125489,3.987986537651178e-05,4853
20150925,0.05259527381952329,7.940628301676931e-05,1423
20150927,0.04466252046960168,0.00016820206377647623,237
20150929,0.048445419796524954,0.000129646510142149,453
20150930,0.04589208890187612,5.189701797726487e-05,2587
20151001,0.04702602239453455,6.173502721697304e-05,1899
20151002,0.04676786679551395,3.2429935670350875e-05,6821
20151004,0.047097086155918906,2.438044339414999e-05,12206
20151005,0.04798743579711818,2.2822275803476265e-05,14376
20151006,0.04775627416998956,2.0456055217014397e-05,17746
20151007,0.04830659802265525,1.9072564855817532e-05,20825
20151008,0.047893749670370196,1.8340212535963923e-05,22186
20151009,0.04556328883905773,6.547921649931052e-05,1608
20151010,0.046718686423622306,2.717474219886396e-05,9698
20151011,0.04744542719844466,1.780948613248208e-05,23155
20151012,0.04772340523908213,1.7797183348848303e-05,23417
20151013,0.04808944304955332,1.7558270589138512e-05,24378
20151014,0.04636077443106937,2.4027845404157434e-05,12256
20151018,0.04912177632810443,3.692951686299141e-05,5726
20151019,0.048749466185683266,3.579202012765944e-05,6011
20151020,0.05029288312074485,2.3695568071464105e-05,14552
20151021,0.05017038146395473,2.895169937737e-05,9701
20151022,0.07578707480665947,0.002796154181439005,3
20151029,0.04687521390715977,6.071778499073739e-05,1953
20151030,0.04648012211193124,6.571633542095556e-05,1645
20151101,0.045049358141108636,3.802965245285271e-05,4691
20151102,0.04787389607589662,2.76756844664514e-05,9736
20151103,0.04540691066850909,4.274887483200065e-05,3754
20151104,0.04804264351703121,3.6479547630492875e-05,5638
20151106,0.04869546072049161,1.8249917105594352e-05,23074
20151107,0.04818006561728309,1.9135846405637146e-05,20592
20151108,0.04817018600378114,1.8365357314940237e-05,22348
20151109,0.04860120447234414,1.7857104605703272e-05,24016
20151110,0.04827792909212568,2.8290636022688216e-05,9455
20151111,0.04843281006923882,1.8272130945090502e-05,22795
20151112,0.04804646744111662,1.8417050171628554e-05,22123
20151113,0.048379843450887056,1.791639722583368e-05,23663
20151114,0.04813109981906713,1.7949976719270194e-05,23361
20151115,0.04829364838545728,1.9155624044681034e-05,20635
20151116,0.048910484024822565,1.931583161693556e-05,20764
20151117,0.04969030083791756,2.051756782714351e-05,18958
20151118,0.04921503999211574,2.204264689473551e-05,16129
20151119,0.04984467975265628,3.0880937762852217e-05,8419
20151120,0.0499665585714532,4.3861985561170116e-05,4193
20151128,0.049764941629422216,5.433558870229622e-05,2711
20151129,0.048549610343181844,3.34603930837749e-05,6827
20151130,0.04693705370117542,6.582957064650788e-05,1665
20151201,0.04834036786236829,3.609395637512035e-05,5822
20151202,0.048500021396854665,2.316153626252312e-05,14222
20151203,0.04980683388734547,2.3266136964039344e-05,14810
20151204,0.049012978266910714,2.629006833160999e-05,11252
20151208,0.0495964651352165,2.2247552189903227e-05,16066
20151209,0.049696015056938,1.7745909078433727e-05,25348
20151210,0.04931302659056921,1.731227200210754e-05,26245
20151211,0.048798854281639506,1.8498035789782408e-05,22546
20151212,0.049156292945805584,1.67385911154985e-05,27908
20151213,0.04863440022063052,1.779968588274696e-05,24201
20151214,0.04876029264354944,1.7902978550585176e-05,24035
20151215,0.049149208894140956,2.1188519588160143e-05,17412
20151216,0.04977056845670182,2.2028292090027993e-05,16498
20151217,0.04835373586170206,2.286329147754271e-05,14517
20151218,0.04872014014708572,2.4766004153487832e-05,12541
20151219,0.04903623596068091,2.7355121626608045e-05,10402
20151220,0.04982776183038611,3.239161202863449e-05,7647
20151221,0.04927581376676488,3.606508042476759e-05,6039
20151222,0.05109738342902224,5.439003587422425e-05,2852
20151228,0.049516944141349974,3.65232215505782e-05,5943
20151229,0.050122448672012106,3.379332589345586e-05,7107
20151230,0.049739459068171635,2.8070144634599352e-05,10148
20151231,0.050129243846884476,2.662161334135379e-05,11455
20160101,0.04969184437135461,2.396829130649634e-05,13893
20160102,0.05068853850872204,2.2900678184098998e-05,15826
20160103,0.05080841246542772,2.09417976863301e-05,19016
20160104,0.04924176149385171,1.7560199664935977e-05,25440
20160105,0.048439730563196295,1.6375302720936095e-05,28389
20160106,0.04888693928232834,1.6998351588602727e-05,26788
20160107,0.04842392896205901,1.6510120645226183e-05,27911
20160109,0.04896677066714163,1.754336534981617e-05,25225
20160110,0.050052003798439056,1.8184652874357367e-05,24476
20160111,0.04898078554779625,1.694381938076983e-05,27056
20160112,0.04869265457819433,1.7188493305251078e-05,26009
20160113,0.04769136442355418,2.3536280401562117e-05,13374
20160115,0.04710287806263375,2.0829979178877097e-05,16725
20160116,0.04729527972892432,2.3917485293183736e-05,12771
20160117,0.0482216040864921,2.451768541000628e-05,12563
20160118,0.048699032540937694,2.9073522113430114e-05,9093
20160119,0.04862231296389631,3.401506770987316e-05,6624
20160120,0.04944545715894535,4.7670447376190194e-05,3479
20160121,0.04783359884980489,7.064634326590274e-05,1492
20160126,0.05630738882862472,0.0002676027233631586,147
20160127,0.0499023219734611,3.659065489241228e-05,6010
20160128,0.05047253864491912,3.202190967239227e-05,8025
20160129,0.04993639825463311,5.70799250803762e-05,2473
20160131,0.04763748977782672,3.145604001730484e-05,7473
20160201,0.04779285621488886,2.800313941585659e-05,9482
20160202,0.04839755809930294,1.720501258695406e-05,25677
20160203,0.047726475798223394,1.6817692922445376e-05,26227
20160204,0.04799683889222678,1.6451001695675605e-05,27677
20160205,0.047685354322412644,1.636453537075815e-05,27659
20160206,0.048028992986143285,1.6881824889507445e-05,26313
20160207,0.04713465698102223,1.6734058909733394e-05,25943
20160208,0.04782626227042264,1.653579124877632e-05,27226
20160209,0.046879185262981564,1.7028377776175834e-05,24834
20160210,0.048119981754382826,1.693839750199507e-05,26224
20160211,0.04839313670102398,1.720394758300268e-05,25676
20160212,0.04920832395746252,1.9094310194253923e-05,21489
20160213,0.04831777627231624,2.1796312351053448e-05,15952
20160214,0.04878375706950943,2.3323382721358278e-05,14174
20160216,0.05049327142280561,5.4635177637944035e-05,2759
20160217,0.05138456025078591,8.327017624416058e-05,1231
20160225,0.0605657645750686,0.00010229349069670135,1215
20160226,0.057702950966817844,9.639176643761518e-05,1205
20160228,0.05809425254743156,0.00013049348270151163,669
20160229,0.05555995097904654,3.4440022611442967e-05,8589
20160301,0.055573589618229634,2.8440969521070084e-05,12602
20160302,0.055256056276760994,2.5561102328962674e-05,15387
20160303,0.054312129292533366,2.2666643951713028e-05,18784
20160304,0.054672205260439255,2.2447146008280563e-05,19453
20160305,0.053985849498062136,2.0898768197593172e-05,21789
20160306,0.05432891167908139,2.464793149296196e-05,15897
20160307,0.05484854972111183,2.1482509539717967e-05,21402
20160308,0.05449505295183327,2.1008591924691048e-05,22039
20160309,0.05493282605231096,2.1468200643803928e-05,21509
20160310,0.054763540827160555,2.292826878489605e-05,18719
20160311,0.05449664812399701,2.2224389866087038e-05,19695
20160312,0.05456976803832136,2.2926916757639126e-05,18565
20160314,0.05478050117049775,2.634023765769779e-05,14194
20160315,0.05523474121620128,3.113087575237077e-05,10364
20160316,0.0549132364176627,3.771036356682581e-05,6965
20160317,0.0552039359939956,4.454986068584662e-05,5054
20160318,0.05515553316028617,5.657735287952743e-05,3127
20160325,0.05518071326894853,7.989040989953641e-05,1570
20160326,0.054232433460806126,4.723873224616872e-05,4310
20160327,0.05473085036832435,3.8662548353208405e-05,6574
20160328,0.05443508509894339,3.416887674893392e-05,8310
20160329,0.054626820224488844,3.0760196116487325e-05,10339
20160331,0.05489985124758126,2.4337057644650346e-05,16713
20160401,0.054804196595323984,2.367751703567835e-05,17584
20160402,0.05470603900689652,3.122487250823446e-05,10068
20160403,0.054939810741087454,2.174305503869008e-05,20975
20160404,0.054285064303445554,2.458451522284543e-05,15949
20160405,0.054780313433628776,2.1672675723224098e-05,20966
20160406,0.05492884690620045,2.197381865136714e-05,20527
20160408,0.05497527631044942,2.161548671862338e-05,21256
20160409,0.05433336554208527,2.1247771888912398e-05,21396
20160410,0.05415067637207699,2.1395739056230254e-05,20936
20160411,0.05472997454479517,2.263695913156742e-05,19176
20160412,0.05518681847255878,2.635993098128586e-05,14425
20160413,0.05432524573895727,3.0950918512995053e-05,10080
20160415,0.05910442439364385,0.00018915725756248828,333
20160416,0.05862340536191287,0.00012363504459080997,763
20160424,0.056216194134137615,6.309149597818435e-05,2634
20160425,0.05656073664186342,4.8766926543124126e-05,4476
20160426,0.055541842822163255,3.932339867309514e-05,6583
20160427,0.0560035385135455,3.6228757480995964e-05,7914
20160428,0.05535620056859046,3.074810657402459e-05,10680
20160429,0.0552736566513035,2.7808936119980746e-05,13010
20160430,0.055129889886862384,2.4722138598895088e-05,16359
20160501,0.05532336976789752,3.921695295333841e-05,6556
20160502,0.053885005910130894,2.2326596868922623e-05,19009
20160503,0.05367582456841034,2.2178755419696574e-05,19092
20160504,0.054017691559599415,2.2259326993846064e-05,19233
20160505,0.05441311589840732,2.2708734304549918e-05,18796
20160506,0.055375930496761955,2.4189088487329167e-05,17272
20160507,0.05727230098829523,3.8065290825446376e-05,7581
20160508,0.05398071988842757,4.904146947773536e-05,3956
20160511,0.058202810723100296,6.843803568490314e-05,2444
20160512,0.054106532949206664,2.9943388567176872e-05,10669
